date,ticker,activity,sentiment
2022-08-26,TSLA,0.045,5
2022-08-26,TQQQ,0.0284,-1
2022-08-26,SQQQ,0.0312,7
2022-08-26,SPY,0.0416,4
2022-08-26,QQQ,0.0321,5
2022-08-26,NVDA,0.0493,1
2022-08-26,BABA,0.0164,4
2022-08-26,AMZN,0.0211,4
2022-08-26,AMD,0.0361,1
2022-08-26,AAPL,0.0365,0
2022-08-25,TSLA,0.0526,5
2022-08-25,TQQQ,0.0206,1
2022-08-25,SQQQ,0.0218,6
2022-08-25,SPY,0.0283,4
2022-08-25,SNOW,0.0241,2
2022-08-25,QQQ,0.0239,6
2022-08-25,NVDA,0.0626,2
2022-08-25,AMZN,0.0197,4
2022-08-25,AMD,0.0478,1
2022-08-25,AAPL,0.0316,-2
2022-08-24,TSLA,0.0535,4
2022-08-24,TQQQ,0.021,3
2022-08-24,SQQQ,0.0225,5
2022-08-24,SPY,0.0306,5
2022-08-24,QQQ,0.0257,5
2022-08-24,OXY,0.0199,-4
2022-08-24,NVDA,0.043,1
2022-08-24,AMZN,0.0213,4
2022-08-24,AMD,0.044,0
2022-08-24,AAPL,0.0362,-4
2022-08-23,TSLA,0.0484,4
2022-08-23,TQQQ,0.0219,5
2022-08-23,SQQQ,0.0259,2
2022-08-23,SPY,0.0292,4
2022-08-23,QQQ,0.0257,5
2022-08-23,OXY,0.0314,-4
2022-08-23,NVDA,0.0316,-1
2022-08-23,AMZN,0.0192,2
2022-08-23,AMD,0.0475,0
2022-08-23,AAPL,0.0341,-3
2022-08-22,TSLA,0.0398,4
2022-08-22,TQQQ,0.0213,8
2022-08-22,SQQQ,0.0257,0
2022-08-22,SPY,0.0366,4
2022-08-22,QQQ,0.0272,10
2022-08-22,OXY,0.0216,-5
2022-08-22,NVDA,0.0309,-2
2022-08-22,AMZN,0.0214,4
2022-08-22,AMD,0.0447,-1
2022-08-22,AAPL,0.0395,-1
2022-08-19,TSLA,0.0416,3
2022-08-19,TQQQ,0.0221,7
2022-08-19,SQQQ,0.0238,1
2022-08-19,SPY,0.0336,3
2022-08-19,QQQ,0.0262,8
2022-08-19,OXY,0.027,-3
2022-08-19,NVDA,0.0343,0
2022-08-19,AMZN,0.0215,1
2022-08-19,AMD,0.0518,-2
2022-08-19,AAPL,0.0427,2
2022-08-18,TSLA,0.0434,3
2022-08-18,TQQQ,0.0221,9
2022-08-18,SQQQ,0.0231,2
2022-08-18,SPY,0.0291,2
2022-08-18,QQQ,0.0242,6
2022-08-18,NVDA,0.0475,1
2022-08-18,BBBY,0.0208,-1
2022-08-18,AMZN,0.0212,-1
2022-08-18,AMD,0.0548,-1
2022-08-18,AAPL,0.0459,1
2022-08-17,TSLA,0.0518,3
2022-08-17,TQQQ,0.0241,8
2022-08-17,SQQQ,0.0233,3
2022-08-17,SPY,0.0309,3
2022-08-17,QQQ,0.0266,7
2022-08-17,NVDA,0.0353,-1
2022-08-17,BBBY,0.0437,-1
2022-08-17,AMZN,0.0229,-3
2022-08-17,AMD,0.0448,1
2022-08-17,AAPL,0.0463,1
2022-08-16,TSLA,0.061,3
2022-08-16,TQQQ,0.02,6
2022-08-16,SQQQ,0.019,5
2022-08-16,SPY,0.0281,3
2022-08-16,QQQ,0.0225,6
2022-08-16,NVDA,0.0375,-2
2022-08-16,BBBY,0.0618,-2
2022-08-16,AMZN,0.0313,-2
2022-08-16,AMD,0.0398,2
2022-08-16,AAPL,0.029,-1
2022-08-15,TSLA,0.0702,3
2022-08-15,TQQQ,0.0202,5
2022-08-15,SQQQ,0.0181,6
2022-08-15,SPY,0.0304,5
2022-08-15,QQQ,0.0249,5
2022-08-15,NVDA,0.0456,1
2022-08-15,BBBY,0.0193,-2
2022-08-15,AMZN,0.022,-5
2022-08-15,AMD,0.0409,2
2022-08-15,AAPL,0.032,2
2022-08-12,TSLA,0.0564,2
2022-08-12,TQQQ,0.018,2
2022-08-12,SQQQ,0.0201,7
2022-08-12,SPY,0.0281,7
2022-08-12,QQQ,0.023,3
2022-08-12,NVDA,0.0418,1
2022-08-12,META,0.0146,1
2022-08-12,AMZN,0.0233,-5
2022-08-12,AMD,0.0448,2
2022-08-12,AAPL,0.0391,2
2022-08-11,TSLA,0.0454,3
2022-08-11,TQQQ,0.0238,0
2022-08-11,SQQQ,0.0238,7
2022-08-11,SPY,0.0297,8
2022-08-11,QQQ,0.0265,3
2022-08-11,NVDA,0.0401,0
2022-08-11,DIS,0.0221,3
2022-08-11,AMZN,0.0205,-3
2022-08-11,AMD,0.0385,-1
2022-08-11,AAPL,0.0271,0
2022-08-10,TTD,0.0184,1
2022-08-10,TSLA,0.06,3
2022-08-10,TQQQ,0.0212,1
2022-08-10,SQQQ,0.0197,7
2022-08-10,SPY,0.0309,6
2022-08-10,QQQ,0.0251,3
2022-08-10,NVDA,0.0497,-1
2022-08-10,AMZN,0.0212,-3
2022-08-10,AMD,0.0442,-2
2022-08-10,AAPL,0.031,-2
2022-08-09,TSLA,0.0597,3
2022-08-09,TQQQ,0.0191,2
2022-08-09,SQQQ,0.0261,6
2022-08-09,SPY,0.0301,7
2022-08-09,QQQ,0.0263,4
2022-08-09,NVDA,0.0621,-1
2022-08-09,MSFT,0.0126,0
2022-08-09,AMZN,0.019,-1
2022-08-09,AMD,0.0517,2
2022-08-09,AAPL,0.0347,2
2022-08-08,TSLA,0.0618,3
2022-08-08,TQQQ,0.0232,0
2022-08-08,SQQQ,0.0249,7
2022-08-08,SPY,0.0285,6
2022-08-08,QQQ,0.0289,1
2022-08-08,NVDA,0.0712,-1
2022-08-08,AMZN,0.0231,-5
2022-08-08,AMD,0.0435,5
2022-08-08,AMC,0.0217,-3
2022-08-08,AAPL,0.0284,1
2022-08-05,TSLA,0.0751,4
2022-08-05,TQQQ,0.0262,-1
2022-08-05,SQQQ,0.0274,6
2022-08-05,SPY,0.0299,3
2022-08-05,QQQ,0.0297,0
2022-08-05,NVDA,0.0319,-2
2022-08-05,AMZN,0.023,-4
2022-08-05,AMD,0.054,4
2022-08-05,AMC,0.0203,-2
2022-08-05,AAPL,0.0323,-1
2022-08-04,TSLA,0.0499,3
2022-08-04,TQQQ,0.0239,-1
2022-08-04,SQQQ,0.0228,8
2022-08-04,SPY,0.0281,2
2022-08-04,QQQ,0.0245,-1
2022-08-04,NVDA,0.0346,-2
2022-08-04,COIN,0.0204,-2
2022-08-04,AMZN,0.0298,-3
2022-08-04,AMD,0.0669,0
2022-08-04,AAPL,0.0311,1
2022-08-03,TSLA,0.0542,2
2022-08-03,TQQQ,0.0222,-1
2022-08-03,SQQQ,0.0241,9
2022-08-03,SPY,0.0293,2
2022-08-03,QQQ,0.027,0
2022-08-03,NVDA,0.0269,0
2022-08-03,META,0.017,-1
2022-08-03,AMZN,0.0299,-2
2022-08-03,AMD,0.0664,-1
2022-08-03,AAPL,0.0378,5
2022-08-02,TSLA,0.0702,3
2022-08-02,TQQQ,0.0226,-1
2022-08-02,SQQQ,0.0284,8
2022-08-02,SPY,0.0312,2
2022-08-02,QQQ,0.0255,-1
2022-08-02,NVDA,0.0393,2
2022-08-02,META,0.0145,-2
2022-08-02,AMZN,0.0268,-1
2022-08-02,AMD,0.0613,-2
2022-08-02,AAPL,0.0337,5
2022-08-01,TSLA,0.0817,3
2022-08-01,TQQQ,0.0236,-1
2022-08-01,SQQQ,0.0269,7
2022-08-01,SPY,0.0294,-1
2022-08-01,QQQ,0.0244,-2
2022-08-01,NVDA,0.0365,-1
2022-08-01,META,0.0214,-1
2022-08-01,AMZN,0.0355,0
2022-08-01,AMD,0.0448,1
2022-08-01,AAPL,0.0351,3
2022-07-29,TSLA,0.0571,2
2022-07-29,TQQQ,0.0235,-1
2022-07-29,SQQQ,0.0227,7
2022-07-29,SPY,0.0319,-1
2022-07-29,QQQ,0.0261,-2
2022-07-29,NVDA,0.029,-1
2022-07-29,META,0.0195,-1
2022-07-29,AMZN,0.0596,1
2022-07-29,AMD,0.0346,3
2022-07-29,AAPL,0.0464,1
2022-07-28,TSLA,0.0501,2
2022-07-28,TQQQ,0.0238,4
2022-07-28,SQQQ,0.0266,3
2022-07-28,SPY,0.0344,-1
2022-07-28,QQQ,0.029,-1
2022-07-28,NVDA,0.0353,-2
2022-07-28,META,0.039,0
2022-07-28,AMZN,0.0235,0
2022-07-28,AMD,0.0389,6
2022-07-28,AAPL,0.0331,-1
2022-07-27,TSLA,0.0504,2
2022-07-27,TQQQ,0.0241,6
2022-07-27,SQQQ,0.0296,5
2022-07-27,SPY,0.0351,1
2022-07-27,QQQ,0.03,0
2022-07-27,NVDA,0.0477,-1
2022-07-27,MSFT,0.0257,-2
2022-07-27,AMZN,0.0254,-1
2022-07-27,AMD,0.0412,5
2022-07-27,AAPL,0.0326,2
2022-07-26,TSLA,0.0438,3
2022-07-26,TQQQ,0.0197,8
2022-07-26,SQQQ,0.0297,2
2022-07-26,SPY,0.0377,5
2022-07-26,QQQ,0.0266,3
2022-07-26,NVDA,0.0378,-2
2022-07-26,MSFT,0.0204,-1
2022-07-26,AMZN,0.0298,-1
2022-07-26,AMD,0.0432,5
2022-07-26,AAPL,0.0286,5
2022-07-25,TSLA,0.0501,2
2022-07-25,TQQQ,0.019,7
2022-07-25,SQQQ,0.0288,4
2022-07-25,SPY,0.0397,4
2022-07-25,QQQ,0.0306,2
2022-07-25,NVDA,0.0479,-1
2022-07-25,META,0.0168,-1
2022-07-25,AMZN,0.0246,-3
2022-07-25,AMD,0.045,3
2022-07-25,AAPL,0.0385,6
2022-07-22,TSLA,0.07,2
2022-07-22,TQQQ,0.0241,5
2022-07-22,SQQQ,0.0307,3
2022-07-22,SPY,0.0395,3
2022-07-22,QQQ,0.0299,3
2022-07-22,NVDA,0.0454,0
2022-07-22,META,0.0249,-1
2022-07-22,AMZN,0.0212,-1
2022-07-22,AMD,0.0374,3
2022-07-22,AAPL,0.0373,5
2022-07-21,TSLA,0.0775,2
2022-07-21,TQQQ,0.0253,4
2022-07-21,SQQQ,0.0271,6
2022-07-21,SPY,0.0382,2
2022-07-21,QQQ,0.0272,2
2022-07-21,NVDA,0.0496,-1
2022-07-21,NFLX,0.0161,2
2022-07-21,AMZN,0.026,-2
2022-07-21,AMD,0.0515,1
2022-07-21,AAPL,0.0354,5
2022-07-20,TSLA,0.0422,3
2022-07-20,TQQQ,0.0276,5
2022-07-20,SQQQ,0.0284,6
2022-07-20,SPY,0.0381,2
2022-07-20,QQQ,0.0344,2
2022-07-20,NVDA,0.0557,-2
2022-07-20,NFLX,0.0394,2
2022-07-20,AMZN,0.0291,0
2022-07-20,AMD,0.0402,-2
2022-07-20,AAPL,0.0337,2
2022-07-19,TSLA,0.0475,3
2022-07-19,TQQQ,0.0213,5
2022-07-19,SQQQ,0.0291,6
2022-07-19,SPY,0.0354,2
2022-07-19,QQQ,0.0284,1
2022-07-19,NVDA,0.0544,-1
2022-07-19,NFLX,0.0184,2
2022-07-19,AMZN,0.0234,2
2022-07-19,AMD,0.042,-4
2022-07-19,AAPL,0.0407,-2
2022-07-18,TSLA,0.0476,2
2022-07-18,TQQQ,0.023,6
2022-07-18,SQQQ,0.028,6
2022-07-18,SPY,0.0349,2
2022-07-18,QQQ,0.0282,3
2022-07-18,NVDA,0.0539,0
2022-07-18,GOOGL,0.0122,8
2022-07-18,AMZN,0.0267,2
2022-07-18,AMD,0.048,-1
2022-07-18,AAPL,0.0448,-3
2022-07-15,TSLA,0.0413,2
2022-07-15,TQQQ,0.0231,6
2022-07-15,SQQQ,0.0255,5
2022-07-15,SPY,0.0364,3
2022-07-15,QQQ,0.0268,5
2022-07-15,NVDA,0.0321,2
2022-07-15,C,0.0164,-3
2022-07-15,AMZN,0.0348,0
2022-07-15,AMD,0.042,3
2022-07-15,AAPL,0.0398,-2
2022-07-14,TSLA,0.0433,2
2022-07-14,TQQQ,0.0235,9
2022-07-14,SQQQ,0.0331,3
2022-07-14,SPY,0.0455,4
2022-07-14,QQQ,0.0304,8
2022-07-14,NVDA,0.0351,3
2022-07-14,MSFT,0.0137,2
2022-07-14,AMZN,0.0213,2
2022-07-14,AMD,0.0451,1
2022-07-14,AAPL,0.0432,-2
2022-07-13,TSLA,0.0585,1
2022-07-13,TQQQ,0.0244,9
2022-07-13,SQQQ,0.038,2
2022-07-13,SPY,0.0473,5
2022-07-13,QQQ,0.0341,8
2022-07-13,NVDA,0.0366,1
2022-07-13,MSFT,0.0136,0
2022-07-13,AMZN,0.0269,4
2022-07-13,AMD,0.0442,1
2022-07-13,AAPL,0.0365,-2
2022-07-12,TSLA,0.0547,2
2022-07-12,TQQQ,0.0241,9
2022-07-12,SQQQ,0.0322,-1
2022-07-12,SPY,0.0423,6
2022-07-12,QQQ,0.0305,7
2022-07-12,NVDA,0.0331,-1
2022-07-12,MSFT,0.0211,0
2022-07-12,AMZN,0.0255,3
2022-07-12,AMD,0.0413,1
2022-07-12,AAPL,0.0437,0
2022-07-11,TSLA,0.0711,2
2022-07-11,TQQQ,0.0225,7
2022-07-11,SQQQ,0.0292,2
2022-07-11,SPY,0.0416,4
2022-07-11,QQQ,0.0325,4
2022-07-11,NVDA,0.0338,-2
2022-07-11,META,0.014,1
2022-07-11,AMZN,0.0248,4
2022-07-11,AMD,0.0485,2
2022-07-11,AAPL,0.0382,-1
2022-07-08,TSLA,0.0663,1
2022-07-08,TQQQ,0.0261,5
2022-07-08,SQQQ,0.0288,3
2022-07-08,SPY,0.0456,3
2022-07-08,RBLX,0.0207,2
2022-07-08,QQQ,0.0323,2
2022-07-08,NVDA,0.0418,-5
2022-07-08,AMZN,0.0247,1
2022-07-08,AMD,0.0467,1
2022-07-08,AAPL,0.0391,1
2022-07-07,TSLA,0.0512,1
2022-07-07,TQQQ,0.0206,5
2022-07-07,SQQQ,0.0228,5
2022-07-07,SPY,0.0371,4
2022-07-07,QQQ,0.0278,2
2022-07-07,NVDA,0.0392,-4
2022-07-07,META,0.0161,-1
2022-07-07,AMZN,0.0281,-1
2022-07-07,AMD,0.0473,2
2022-07-07,AAPL,0.0346,2
2022-07-06,TSLA,0.0425,1
2022-07-06,TQQQ,0.0277,5
2022-07-06,SQQQ,0.0259,5
2022-07-06,SPY,0.0421,6
2022-07-06,QQQ,0.029,2
2022-07-06,NVDA,0.0399,-2
2022-07-06,META,0.0136,-1
2022-07-06,AMZN,0.0341,2
2022-07-06,AMD,0.0439,0
2022-07-06,AAPL,0.0393,-1
2022-07-05,TSLA,0.0447,1
2022-07-05,TQQQ,0.0222,5
2022-07-05,SQQQ,0.0293,5
2022-07-05,SPY,0.0414,5
2022-07-05,RBLX,0.0161,4
2022-07-05,QQQ,0.03,1
2022-07-05,NVDA,0.0426,-2
2022-07-05,AMZN,0.0299,1
2022-07-05,AMD,0.0465,1
2022-07-05,AAPL,0.0329,-3
2022-07-01,TSLA,0.0443,2
2022-07-01,TQQQ,0.0248,6
2022-07-01,SQQQ,0.0352,3
2022-07-01,SPY,0.0459,4
2022-07-01,QQQ,0.0297,1
2022-07-01,NVDA,0.0398,-4
2022-07-01,META,0.0185,-2
2022-07-01,AMZN,0.0308,1
2022-07-01,AMD,0.0437,-3
2022-07-01,AAPL,0.0378,-2
2022-06-30,TSLA,0.0479,2
2022-06-30,TQQQ,0.028,7
2022-06-30,SQQQ,0.0417,2
2022-06-30,SPY,0.0503,4
2022-06-30,QQQ,0.0351,2
2022-06-30,NVDA,0.0384,-3
2022-06-30,META,0.0181,-2
2022-06-30,AMZN,0.0342,0
2022-06-30,AMD,0.0451,-1
2022-06-30,AAPL,0.0387,0
2022-06-29,TSLA,0.0506,1
2022-06-29,TQQQ,0.0244,7
2022-06-29,SQQQ,0.0391,-3
2022-06-29,SPY,0.0456,4
2022-06-29,QQQ,0.0307,2
2022-06-29,NVDA,0.0333,-2
2022-06-29,META,0.0198,-2
2022-06-29,AMZN,0.0304,1
2022-06-29,AMD,0.0539,-1
2022-06-29,AAPL,0.0379,3
2022-06-28,TSLA,0.0545,1
2022-06-28,TQQQ,0.027,8
2022-06-28,SQQQ,0.0365,-3
2022-06-28,SPY,0.0491,4
2022-06-28,QQQ,0.0325,3
2022-06-28,NVDA,0.0291,0
2022-06-28,META,0.0131,-1
2022-06-28,AMZN,0.0291,1
2022-06-28,AMD,0.043,-2
2022-06-28,AAPL,0.0309,4
2022-06-27,TSLA,0.0564,0
2022-06-27,TQQQ,0.024,6
2022-06-27,SQQQ,0.0272,0
2022-06-27,SPY,0.0443,4
2022-06-27,QQQ,0.0305,3
2022-06-27,NVDA,0.0287,1
2022-06-27,META,0.0163,-2
2022-06-27,AMZN,0.026,1
2022-06-27,AMD,0.0402,-3
2022-06-27,AAPL,0.0358,4
2022-06-24,TSLA,0.0482,0
2022-06-24,TQQQ,0.0206,6
2022-06-24,SQQQ,0.0246,2
2022-06-24,SPY,0.0391,5
2022-06-24,QQQ,0.0255,4
2022-06-24,NVDA,0.0269,2
2022-06-24,META,0.0225,-1
2022-06-24,AMZN,0.0253,2
2022-06-24,AMD,0.0378,-5
2022-06-24,AAPL,0.03,5
2022-06-23,TSLA,0.0548,0
2022-06-23,TQQQ,0.0232,6
2022-06-23,SQQQ,0.0284,4
2022-06-23,SPY,0.0401,4
2022-06-23,QQQ,0.0252,5
2022-06-23,NVDA,0.03,2
2022-06-23,META,0.0172,-1
2022-06-23,AMZN,0.0258,2
2022-06-23,AMD,0.0451,-8
2022-06-23,AAPL,0.0315,6
2022-06-22,TSLA,0.0568,-1
2022-06-22,TQQQ,0.0238,4
2022-06-22,SQQQ,0.0337,4
2022-06-22,SPY,0.0418,5
2022-06-22,QQQ,0.0277,4
2022-06-22,NVDA,0.0261,1
2022-06-22,META,0.0233,0
2022-06-22,AMZN,0.026,2
2022-06-22,AMD,0.0436,-8
2022-06-22,AAPL,0.0343,6
2022-06-21,TSLA,0.059,-2
2022-06-21,TQQQ,0.0182,4
2022-06-21,SQQQ,0.0253,8
2022-06-21,SPY,0.0365,6
2022-06-21,QQQ,0.0236,5
2022-06-21,NVDA,0.0293,0
2022-06-21,META,0.0244,0
2022-06-21,AMZN,0.0249,0
2022-06-21,AMD,0.04,-6
2022-06-21,AAPL,0.0307,5
2022-06-17,TSLA,0.0468,-2
2022-06-17,TQQQ,0.0257,5
2022-06-17,SQQQ,0.0352,9
2022-06-17,SPY,0.0424,7
2022-06-17,QQQ,0.0273,7
2022-06-17,NVDA,0.0259,-3
2022-06-17,BABA,0.023,1
2022-06-17,AMZN,0.0219,3
2022-06-17,AMD,0.0434,-4
2022-06-17,AAPL,0.0359,5
2022-06-16,TSLA,0.0451,1
2022-06-16,TQQQ,0.0243,8
2022-06-16,SQQQ,0.0321,8
2022-06-16,SPY,0.0426,8
2022-06-16,QQQ,0.0268,7
2022-06-16,NVDA,0.0255,-2
2022-06-16,MSFT,0.0104,0
2022-06-16,AMZN,0.0226,2
2022-06-16,AMD,0.0403,-4
2022-06-16,AAPL,0.0381,5
2022-06-15,TSLA,0.0564,1
2022-06-15,TQQQ,0.0291,8
2022-06-15,SQQQ,0.0376,6
2022-06-15,SPY,0.0417,9
2022-06-15,QQQ,0.0323,8
2022-06-15,NVDA,0.0315,0
2022-06-15,NIO,0.0129,3
2022-06-15,AMZN,0.0304,0
2022-06-15,AMD,0.0496,-2
2022-06-15,AAPL,0.0379,4
2022-06-14,TSLA,0.0494,2
2022-06-14,TQQQ,0.0224,8
2022-06-14,SQQQ,0.0346,10
2022-06-14,SPY,0.0412,9
2022-06-14,QQQ,0.0276,6
2022-06-14,NVDA,0.0255,-1
2022-06-14,BABA,0.012,-3
2022-06-14,AMZN,0.0233,-1
2022-06-14,AMD,0.0401,0
2022-06-14,AAPL,0.0381,2
2022-06-13,TSLA,0.0416,2
2022-06-13,TQQQ,0.0211,8
2022-06-13,SQQQ,0.033,7
2022-06-13,SPY,0.0447,7
2022-06-13,QQQ,0.0296,6
2022-06-13,NVDA,0.0245,-1
2022-06-13,MSFT,0.0123,1
2022-06-13,AMZN,0.0284,0
2022-06-13,AMD,0.036,0
2022-06-13,AAPL,0.0387,2
2022-06-10,TSLA,0.0435,2
2022-06-10,TQQQ,0.0231,7
2022-06-10,SQQQ,0.0331,8
2022-06-10,SPY,0.047,3
2022-06-10,QQQ,0.0321,3
2022-06-10,NVDA,0.0255,1
2022-06-10,DOCU,0.017,-5
2022-06-10,AMZN,0.0269,4
2022-06-10,AMD,0.0485,-1
2022-06-10,AAPL,0.0346,-1
2022-06-09,TSLA,0.0563,1
2022-06-09,TQQQ,0.0238,9
2022-06-09,SQQQ,0.0296,4
2022-06-09,SPY,0.0371,2
2022-06-09,QQQ,0.0279,1
2022-06-09,NVDA,0.0329,1
2022-06-09,BABA,0.0318,-1
2022-06-09,AMZN,0.0278,2
2022-06-09,AMD,0.0541,1
2022-06-09,AAPL,0.033,1
2022-06-08,TSLA,0.0438,1
2022-06-08,TQQQ,0.0231,9
2022-06-08,SQQQ,0.022,-1
2022-06-08,SPY,0.035,2
2022-06-08,QQQ,0.0252,1
2022-06-08,NVDA,0.0296,0
2022-06-08,BABA,0.0446,0
2022-06-08,AMZN,0.0284,-1
2022-06-08,AMD,0.0532,-3
2022-06-08,AAPL,0.0308,6
2022-06-07,TSLA,0.04,1
2022-06-07,TQQQ,0.0257,9
2022-06-07,TGT,0.0217,3
2022-06-07,SQQQ,0.0267,0
2022-06-07,SPY,0.0356,2
2022-06-07,QQQ,0.0278,1
2022-06-07,NVDA,0.03,0
2022-06-07,AMZN,0.041,2
2022-06-07,AMD,0.0479,-2
2022-06-07,AAPL,0.0364,4
2022-06-06,TSLA,0.0441,2
2022-06-06,TQQQ,0.0264,8
2022-06-06,SQQQ,0.0261,1
2022-06-06,SPY,0.0356,2
2022-06-06,QQQ,0.0313,0
2022-06-06,NVDA,0.0328,0
2022-06-06,FB,0.019,0
2022-06-06,AMZN,0.0732,4
2022-06-06,AMD,0.0562,-3
2022-06-06,AAPL,0.0382,2
2022-06-03,TSLA,0.0601,2
2022-06-03,TQQQ,0.0289,7
2022-06-03,SQQQ,0.0307,0
2022-06-03,SPY,0.0384,1
2022-06-03,QQQ,0.0342,0
2022-06-03,NVDA,0.0456,1
2022-06-03,FB,0.0126,0
2022-06-03,AMZN,0.0127,4
2022-06-03,AMD,0.066,-2
2022-06-03,AAPL,0.0434,0
2022-06-02,TSLA,0.0495,1
2022-06-02,TQQQ,0.0256,8
2022-06-02,SQQQ,0.0258,1
2022-06-02,SPY,0.0387,0
2022-06-02,QQQ,0.03,-1
2022-06-02,NVDA,0.0445,2
2022-06-02,MSFT,0.023,1
2022-06-02,FB,0.018,-2
2022-06-02,AMD,0.0643,-1
2022-06-02,AAPL,0.0348,2
2022-06-01,TSLA,0.0414,1
2022-06-01,TQQQ,0.0321,7
2022-06-01,SQQQ,0.0299,2
2022-06-01,SPY,0.0409,1
2022-06-01,QQQ,0.0359,-1
2022-06-01,NVDA,0.0401,0
2022-06-01,FB,0.0169,-1
2022-06-01,CRM,0.0221,3
2022-06-01,AMD,0.0518,-3
2022-06-01,AAPL,0.0355,4
2022-05-31,TSLA,0.0502,1
2022-05-31,TQQQ,0.028,6
2022-05-31,SQQQ,0.0262,2
2022-05-31,SPY,0.036,0
2022-05-31,QQQ,0.0315,0
2022-05-31,NVDA,0.0391,-1
2022-05-31,FB,0.0106,-2
2022-05-31,AMZN,0.0153,4
2022-05-31,AMD,0.053,-1
2022-05-31,AAPL,0.0391,3
2022-05-27,TSLA,0.0463,1
2022-05-27,TQQQ,0.0236,5
2022-05-27,SQQQ,0.0212,3
2022-05-27,SPY,0.0348,0
2022-05-27,QQQ,0.0308,0
2022-05-27,NVDA,0.0483,-1
2022-05-27,MSFT,0.0109,2
2022-05-27,FB,0.0132,-4
2022-05-27,AMD,0.0517,-1
2022-05-27,AAPL,0.0368,4
2022-05-26,TSLA,0.0471,0
2022-05-26,TQQQ,0.0228,5
2022-05-26,SQQQ,0.0247,4
2022-05-26,SPY,0.0329,1
2022-05-26,SNOW,0.0182,-3
2022-05-26,QQQ,0.0285,-2
2022-05-26,NVDA,0.08,-3
2022-05-26,FB,0.0115,-6
2022-05-26,AMD,0.058,-5
2022-05-26,AAPL,0.0379,0
2022-05-25,TSLA,0.042,-1
2022-05-25,TQQQ,0.0283,5
2022-05-25,SQQQ,0.0314,4
2022-05-25,SPY,0.0453,3
2022-05-25,SNAP,0.0155,3
2022-05-25,QQQ,0.0314,-1
2022-05-25,NVDA,0.0509,-4
2022-05-25,FB,0.0162,-7
2022-05-25,AMD,0.0569,-6
2022-05-25,AAPL,0.0423,0
2022-05-24,TSLA,0.0371,-1
2022-05-24,TQQQ,0.0272,5
2022-05-24,SQQQ,0.0338,5
2022-05-24,SPY,0.0454,3
2022-05-24,SNAP,0.0161,5
2022-05-24,QQQ,0.0351,-1
2022-05-24,NVDA,0.0364,-5
2022-05-24,FB,0.0302,-5
2022-05-24,AMD,0.0564,-7
2022-05-24,AAPL,0.0463,0
2022-05-23,TSLA,0.0423,-1
2022-05-23,TQQQ,0.0254,6
2022-05-23,SQQQ,0.0297,4
2022-05-23,SPY,0.0452,2
2022-05-23,QQQ,0.0302,-1
2022-05-23,NVDA,0.0387,-4
2022-05-23,MSFT,0.0144,0
2022-05-23,FB,0.0109,-4
2022-05-23,AMD,0.0704,-7
2022-05-23,AAPL,0.0531,0
2022-05-20,TSLA,0.0623,0
2022-05-20,TQQQ,0.0238,4
2022-05-20,SQQQ,0.0376,4
2022-05-20,SPY,0.0451,2
2022-05-20,QQQ,0.0347,-1
2022-05-20,NVDA,0.0349,-3
2022-05-20,MSFT,0.0128,0
2022-05-20,FB,0.0138,-4
2022-05-20,AMD,0.0633,-6
2022-05-20,AAPL,0.0481,-1
2022-05-19,TSLA,0.0373,0
2022-05-19,TQQQ,0.0261,6
2022-05-19,TGT,0.0128,-1
2022-05-19,SQQQ,0.0357,1
2022-05-19,SPY,0.0446,2
2022-05-19,QQQ,0.0316,2
2022-05-19,NVDA,0.0378,-3
2022-05-19,MSFT,0.0118,1
2022-05-19,AMD,0.0661,-6
2022-05-19,AAPL,0.0485,-4
2022-05-18,WMT,0.0128,1
2022-05-18,TSLA,0.0395,1
2022-05-18,TQQQ,0.0238,6
2022-05-18,TGT,0.0304,0
2022-05-18,SQQQ,0.0286,2
2022-05-18,SPY,0.0428,2
2022-05-18,QQQ,0.0324,3
2022-05-18,NVDA,0.0313,-4
2022-05-18,AMD,0.0647,-5
2022-05-18,AAPL,0.041,0
2022-05-17,WMT,0.0174,0
2022-05-17,TSLA,0.0399,1
2022-05-17,TQQQ,0.0246,7
2022-05-17,SQQQ,0.0264,2
2022-05-17,SPY,0.0384,1
2022-05-17,QQQ,0.0353,2
2022-05-17,NVDA,0.0377,-4
2022-05-17,MSFT,0.0139,-2
2022-05-17,AMD,0.0834,-4
2022-05-17,AAPL,0.0354,-1
2022-05-16,TSLA,0.0448,1
2022-05-16,TQQQ,0.0249,6
2022-05-16,SQQQ,0.0301,3
2022-05-16,SPY,0.0397,3
2022-05-16,QQQ,0.0356,3
2022-05-16,NVDA,0.0355,-4
2022-05-16,MSFT,0.0167,-3
2022-05-16,FB,0.0131,-2
2022-05-16,AMD,0.076,-7
2022-05-16,AAPL,0.0393,-1
2022-05-13,TWTR,0.0134,-3
2022-05-13,TSLA,0.0426,1
2022-05-13,TQQQ,0.0257,4
2022-05-13,SQQQ,0.0301,5
2022-05-13,SPY,0.0407,4
2022-05-13,QQQ,0.0348,3
2022-05-13,NVDA,0.0392,-4
2022-05-13,MSFT,0.0135,-4
2022-05-13,AMD,0.0651,-6
2022-05-13,AAPL,0.0458,-3
2022-05-12,TSLA,0.0507,1
2022-05-12,TQQQ,0.0272,3
2022-05-12,SQQQ,0.0316,7
2022-05-12,SPY,0.0374,5
